gene,fc_1,fc_2
FANCE,1.550837274,1.184122279
PPARD,5.418062408,1.287348746
FKBP5,0.228921212,9.626054767
RPL10A,1.213385164,1.011926456
SRPK1,1.554332734,2.648356264
MAPK14,0.884726873,1.011268829
NUDT3,1.506443949,0.743097666
RPS10,1.508445249,1.579677765
KCTD20,0.726846432,0.642746088
STK38,2.790734844,1.522836392
SRSF3,0.582049504,0.769592421
PPIL1,1.049183592,1.365821292
C6orf89,0.634300444,0.371891316
MTCH1,1.570396487,1.034342463
CCDC167,0.497412593,0.543742231
FTSJD2,2.049948693,1.549036736
ZFAND3,2.091023655,1.450847914
SAYSD1,0.414571171,0.186706941
GLO1,0.904322837,1.065433582
OARD1,1.384610686,1.960539452
CDKN1A,0.463646805,0.200223943
NFYA,0.548736577,0.58597983
TOMM6,0.989670371,0.809065141
MED20,3.141561961,2.999271835
TAF8,3.021267146,2.713050227
CCND3,4.901126322,4.171869385
MRPS10,2.488233469,4.013420414
TBCC,1.065500928,0.886070195
C6orf226,1.246073416,0.778272715
RPL7L1,2.95769342,1.40966661
CNPY3,1.055130486,0.892525609
PEX6,1.497808773,2.543100616
UBR2,1.117871959,1.244218864
KLHDC3,0.914068561,0.895615335
MEA1,0.880443168,0.965112423
RRP36,1.979641087,1.908255681
MRPL2,2.717231013,2.563682385
CUL7,1.369700841,0.747781474
KLC4,1.231905457,0.788000777
DNPH1,0.25378106,0.307891127
POLR1C,1.466991437,1.24061842
YIPF3,1.107151932,1.196084777
XPO5,2.573117713,2.03113492
PTK7,8.522570655,1.226624344
MAD2L1BP,1.110583089,1.143822132
MRPS18A,1.790579768,2.347857956
GTPBP2,2.513230322,8.764264886
MRPL14,1.577878191,1.690621718
TMEM63B,0.722029569,0.412363339
SLC35B2,1.518251884,2.044143011
CDC5L,1.068898577,1.355176722
TNFRSF21,0.821575677,1.189859862
VEGFA,4.555210271,7.875508533
CD2AP,0.334716783,0.519871166
CENPQ,0.866876565,1.24372637
MUT,0.353460509,0.311492375
HSP90AB1,1.301283436,0.777135496
MCM3,0.66272809,1.13829202
TMEM14A,0.782220677,0.46088221
GSTA4,0.195904742,0.154009058
ICK,0.314740385,0.264359539
FBXO9,1.062381811,0.560275679
LRRC1,1.70762046,2.297725041
ELOVL5,0.393651803,1.068182161
GCLC,0.401359439,2.366858718
KIAA1586,1.119132861,0.875816084
BAG2,8.129221956,3.835389115
RAB23,5.945104145,6.327851574
GUSBP4,1.335440646,0.508264667
ZNF451,1.566202168,1.136686897
PTP4A1,0.206586858,0.595236253
PHF3,1.213903998,1.881282779
LMBRD1,0.266844777,0.286031247
C6orf57,1.109572464,0.666657742
OGFRL1,19.90316142,20.93037068
SMAP1,2.276330669,1.800414984
FAM135A,0.93021863,0.5786852
MTO1,1.225823957,1.04011175
SLC17A5,0.326102159,0.528104097
COX7A2,0.865450498,0.93840758
MYO6,0.208087583,0.079658183
SENP6,0.679759118,0.688103077
PHIP,0.414539319,0.667978211
TMEM30A,1.510413687,1.667621248
HMGN3,0.238852963,0.138782332
SH3BGRL2,0.222968002,0.580361754
BCKDHB,0.909042351,0.599086617
IBTK,1.701142176,1.554649883
ME1,8.819836917,1.428876477
CYB5R4,6.478557465,3.025543218
SNX14,0.58492392,0.880165085
SNHG5,0.408771665,3.191971111
ZNF292,1.114758539,1.561709336
SLC35A1,0.602053204,2.013872633
RARS2,1.118327423,1.923439502
DOPEY1,0.2981685,0.25970441
PGM3,1.583643018,1.5854306
RWDD2A,1.430474017,0.375393717
AKIRIN2,2.871800401,3.453639178
ORC3,1.974409711,3.001312651
RNGTT,1.404408461,2.700581992
PNRC1,6.488259555,4.003763029
UBE2J1,1.057965421,1.970425455
SYNCRIP,1.874999499,1.311187597
LYRM2,0.895757014,1.709950135
MANEA,0.512777503,0.03990083
NDUFAF4,1.554963732,1.090843584
UFL1,1.124944939,0.371452566
MAP3K7,1.634681823,4.578347033
FBXL4,1.052359897,1.072937872
PNISR,2.453990521,1.830027216
CCNC,1.140656549,1.282988205
HACE1,0.946467971,1.704504546
ASCC3,1.277536218,0.851246552
PREP,1.775443065,1.181306079
ATG5,1.058064682,1.279818107
QRSL1,2.13619697,2.900982347
C6orf203,1.706057334,0.951465663
PDSS2,1.878258495,1.075326707
SEC63,1.641054757,1.245676272
OSTM1,3.753642435,2.519184949
SNX3,2.174848467,1.674215943
SESN1,0.328426365,0.019738835
FOXO3,2.345285151,0.458849553
SMPD2,1.302826764,0.836648623
FIG4,0.539274196,0.564926538
CDC40,1.229783748,1.127067577
CDK19,0.339289761,0.176148464
GTF3C6,0.133197026,0.204016812
RPF2,1.351100484,2.236084925
AMD1,0.141495245,0.24633988
TUBE1,0.606168497,3.431482857
TRAF3IP2,3.853605903,4.041226734
TSPYL4,0.533486128,0.629441445
NT5DC1,0.629014302,0.556277002
MARCKS,0.431154954,1.265548474
TSPYL1,0.70473638,0.306680336
HDAC2,0.901965708,0.841081356
ZUFSP,1.003763645,1.610924336
CD164,0.839857477,0.815979461
RWDD1,1.438774593,1.818009785
NUS1,1.937194548,1.724425402
ASF1A,1.276282521,0.925011164
HSF2,1.4697399,1.221045685
DCBLD1,19.40083628,18.42309322
GOPC,1.968140163,3.173267972
SERINC1,1.267203572,0.974572298
HDDC2,2.85364674,1.242560035
HINT3,0.383153818,0.335223363
TPD52L1,1.373059523,0.633263045
TRMT11,1.972014131,2.668343327
CENPW,0.613831554,1.347876005
NCOA7,2.602325518,2.932658829
ECHDC1,2.888753403,5.183004909
RNF146,1.075245295,1.157211585
ARHGAP18,3.097647032,1.854353262
STX7,1.312472714,0.919733108
MED23,0.934211369,0.66132119
EEF1A1,1.705510578,1.433235837
TBPL1,1.448167198,0.549291821
SGK1,32.1342521,29.83851692
HBS1L,1.745094554,1.860405885
PEX7,0.970755158,0.441569118
MAP3K5,1.843078256,2.689570099
RPS12,1.4288176,1.707139871
BCLAF1,0.924303479,0.561800627
IFNGR1,2.137547181,2.635066662
MAP7,0.035773024,0.046929433
KIAA1244,0.163261564,0.178844658
HEBP2,0.633775986,1.346330149
CCDC28A,1.086303882,1.693119033
ABRACL,0.22468799,2.264648161
REPS1,0.441624569,1.335864638
HECA,0.994531536,1.712577656
CITED2,0.20159815,0.325680932
VTA1,1.228534598,0.239576758
HIVEP2,1.770564547,1.551479899
PERP,0.465974955,0.975815708
GPR126,0.227962817,0.02147549
AIG1,0.986117605,0.502691649
PEX3,0.764049875,1.020129275
FUCA2,2.10547558,6.550627204
LTV1,2.21486388,2.681197851
SF3B5,1.399571532,1.304966768
UTRN,2.690039474,0.142358132
RAB32,5.214660761,14.60384394
SHPRH,0.63160162,1.040439107
FBXO30,1.5056254,2.68191883
STXBP5,1.000202518,2.500995423
TAB2,3.150875722,1.673463868
PPIL4,1.558741627,1.614523794
GINM1,1.268676728,1.373764861
KATNA1,1.083937901,2.17036575
NUP43,1.225319385,1.466264516
LATS1,0.876565599,0.738284463
ULBP2,51.13275172,3.426629874
PCMT1,0.898405667,1.313794948
LRP11,1.52752003,1.726404472
C6orf211,1.211114852,1.089432258
RMND1,3.385369924,2.398448576
MTRF1L,1.106671448,1.503373836
MTHFD1L,2.991959665,11.65909632
SCAF8,1.206753105,1.069070744
SNX9,1.452602526,3.848861171
TULP4,1.35311529,0.492745603
TMEM181,2.263395277,1.331223287
DYNLT1,0.961458578,1.786750866
RSPH3,1.01665082,1.81774746
SOD2,9.934948775,20.9910876
MRPL18,1.426533299,1.298140436
EZR,1.188498596,2.000221107
TCP1,0.966172609,0.861869409
ACAT2,0.230270346,0.775278206
SLC22A3,0.049461279,0.022753657
MAP3K4,1.950313824,2.107205976
IGF2R,3.497628247,1.516043711
SFT2D1,13.62793249,1.331688715
MPC1,1.187600002,1.063310202
RNASET2,1.076116839,0.563461183
WTAP,2.302924441,1.812440364
FGFR1OP,1.472175652,1.943242534
RPS6KA2,0.811546182,0.03754092
MLLT4,0.810635086,1.066485197
C6orf70,2.272700736,0.991289047
C6orf120,3.75129778,2.375119482
PHF10,1.810975703,2.159888033
FAM120B,2.699912542,1.523124048
TBP,2.536019843,2.098138699
PSMB1,1.654260232,1.451936882
PDGFA,61.63365503,1.480728061
GET4,2.097983695,1.233843812
ZFAND2A,2.151778111,4.697440358
INTS1,3.069051811,2.006383259
PSMG3,2.05931911,2.94099496
SUN1,1.123248806,1.117523315
TMEM184A,1.277344256,0.383755847
C7orf50,2.397166906,1.628715167
FTSJ2,1.051621671,1.492220901
NUDT1,1.479468246,2.831060944
MAD1L1,1.382402896,1.807343777
BRAT1,1.823744059,1.662767238
GNA12,6.865128027,4.013262376
PDCD2,2.293361772,2.424860237
EIF3B,2.142630613,1.772646745
RNF216P1,2.868679495,3.920784504
RBAK,0.60937341,0.810333157
WIPI2,1.169029039,1.637114604
RNF216,2.292811808,2.629194811
PMS2,1.542900802,0.657697153
CCZ1,1.557578112,2.112366008
CYTH3,2.777152408,0.941758206
ACTB,3.68839111,2.511872853
FAM220A,3.907401822,3.331795544
AIMP2,1.429949094,1.697120087
EIF2AK1,1.242414958,1.281788683
RAC1,1.207685452,1.805809089
PMS2CL,1.625359549,0.978731553
ZDHHC4,2.023796525,1.393824416
ZNF12,0.8957373,1.10978052
KDELR2,1.198341165,2.528431633
C1GALT1,6.575962461,3.968940687
MIOS,1.332138468,1.077844196
CCZ1B,1.640171607,2.146047834
RPA3,0.993355898,1.89563506
LOC729852,1.647620179,1.502145494
ICA1,0.057489833,0.064252615
NDUFA4,0.546067409,0.635721463
PHF14,0.362146939,0.417998364
ANKMY2,1.203046959,1.272527014
TMEM106B,0.957184043,0.898569846
BZW2,0.993742454,1.973305571
TSPAN13,0.715054543,0.960718703
AGR2,0.091113455,0.642611572
SNX13,0.622454876,1.114535893
TWISTNB,0.548473786,2.114383235
CDCA7L,25.86145736,2.878366776
FAM126A,5.156295203,12.12124448
TOMM7,2.016864383,1.860291437
NUPL2,1.125361605,1.450066727
MALSU1,2.220667102,2.752449957
KLHL7,2.321870485,2.019011795
TRA2A,0.646279789,0.652239024
MPP6,0.994953203,3.61156275
CYCS,0.778056381,1.764223748
HNRNPA2B1,0.696732911,1.184994485
SKAP2,1.399155618,0.849905147
CBX3,0.847478482,1.105390042
HOXA10,3.870889444,1.06026957
HIBADH,2.319162968,1.170615706
ZNRF2,1.673241304,1.404097401
FKBP14,2.26736346,2.638800475
GGCT,0.395536919,0.58598023
TAX1BP1,1.654786958,1.601154354
LSM5,0.348688529,0.634401157
KBTBD2,0.648405329,2.06336279
AVL9,0.995139253,1.840602939
GARS,1.729761461,4.390328498
RP9,2.456486158,7.148557136
NT5C3,0.38439249,1.655931193
FKBP9,15.59430274,6.896943495
HERPUD2,1.668123531,2.593389711
STARD3NL,0.552592912,1.349210924
YAE1D1,1.507244699,1.444824481
Sep-07,0.995245014,1.998719711
RALA,1.304019776,1.567110735
VPS41,1.108039301,1.41453656
MPLKIP,2.528576581,3.309237762
CDK13,1.320341101,2.056260793
C7orf25,0.93417006,1.175425933
MRPL32,0.746900475,0.860656711
PSMA2,1.21171404,1.853990061
COA1,3.751812131,3.436902803
STK17A,2.46345243,6.216115028
BLVRA,2.743216426,1.449448973
MRPS24,2.777948755,3.986189453
URGCP,1.7079586,1.467223244
DBNL,1.560641647,1.052798657
POLD2,1.017556172,1.095851464
YKT6,2.227966533,3.043219007
NUDCD3,1.140537951,1.219251897
DDX56,1.342901919,1.899121478
TMED4,0.941582189,1.232116217
OGDH,1.362615966,0.857751601
SNHG15,1.230711426,1.963297669
PURB,0.97890769,1.362522389
H2AFV,0.425092967,0.927104388
CCM2,1.541195035,1.646517778
IGFBP3,0.160362328,0.343915522
HUS1,1.393293153,1.725692986
TBRG4,1.678757464,2.276406327
PPIA,0.779150182,0.973496236
FIGNL1,0.539476234,0.436010954
GRB10,1.055149527,0.083986075
SEC61G,1.610819937,2.606973682
VOPP1,4.124844239,1.329713501
MRPS17,1.614930587,1.71835744
PSPH,1.216080048,2.35902727
GBAS,1.163969266,0.767028625
EGFR,78.41726665,36.33254332
CCT6A,1.40680984,1.812588557
ZNF736,0.224657202,0.161252491
CHCHD2,1.324508292,1.951395806
ZNF680,0.20742177,0.068660786
ZNF138,0.550498146,0.369624335
VKORC1L1,2.16221459,1.149358997
GUSB,0.8716338,0.991842993
SUMF2,1.081953342,2.13204646
PHKG1,1.246482604,2.287728129
ASL,0.465334437,0.808217693
CRCP,1.005778567,1.429663542
TPST1,7.304065245,6.296019804
RABGEF1,1.60011879,1.716598345
TMEM248,1.567470418,1.771600623
PMS2P4,0.638811685,0.265813306
SBDS,1.31097533,2.12176166
TYW1,1.285947957,1.196088019
STAG3L4,0.937623648,0.825280487
SBDSP1,1.499938924,2.361555231
PMS2L2,0.766849845,0.763029853
NSUN5,1.842516084,2.903468209
TBL2,2.015570386,1.968983667
BCL7B,2.573771192,3.90123156
BAZ1B,1.440637915,1.812066608
ABHD11,0.328906894,0.520546395
CLDN4,0.034542803,0.035529105
WBSCR22,1.598734724,2.9321004
RFC2,0.536504402,1.492151495
GTF2IRD1,8.287788451,3.504552015
EIF4H,1.52015731,1.931171725
STAG3L2,0.88120919,1.080953508
PMS2P5,0.778544519,0.90330992
WBSCR16,0.917642179,1.348289999
NSUN5P1,2.640755801,1.940467539
RHBDD2,0.480990944,0.537469537
STYXL1,4.169576978,2.063320723
POR,1.332961586,1.727680433
TMEM120A,0.597010798,0.571955202
MDH2,0.983156285,1.411218615
HSPB1,1.483074974,0.810861726
ZP3,1.456925338,1.657083189
YWHAG,1.586249861,1.363054052
GTF2I,0.772632061,0.583272611
TMEM60,0.708154632,1.310819266
RSBN1L,0.900063245,1.410098678
PTPN12,6.364216554,6.228236215
GNAI1,2.500478171,1.349399265
SEMA3C,0.56188981,0.499317289
TP53TG1,0.480966635,0.548145095
CROT,0.161828848,0.463320837
DMTF1,0.791992959,1.52529357
TMEM243,3.793122647,5.029427068
STEAP1,0.31824955,0.092017273
STEAP2,0.177525924,0.031148045
GTPBP10,0.542549421,0.522861749
SRI,2.282922653,2.692016584
CDK14,0.269190663,0.629575961
CLDN12,0.522877915,0.480654644
KRIT1,1.171192511,1.358496079
ANKIB1,0.903841847,1.979673448
CYP51A1,0.200516962,1.270153079
PEX1,0.601116343,1.366498425
GATAD1,2.007006876,1.573852445
AKAP9,0.152964325,0.582152851
FAM133B,0.796561546,0.965088034
BET1,1.67208596,3.34614574
CASD1,1.319728539,0.519075495
CCDC132,1.285146115,1.842152478
PON2,0.815399022,0.791427359
SHFM1,0.98614589,1.35494512
ACN9,0.450531146,0.56454196
SLC25A13,1.123164237,1.663378734
MGC72080,3.449924023,2.804636648
BRI3,6.178847883,2.942522271
BAIAP2L1,2.982318291,1.347841525
ASNS,0.75073026,5.561730859
SMURF1,1.238548167,3.541452799
ARPC1A,0.950239369,1.425484651
ARPC1B,3.41334617,12.06638172
PDAP1,1.773526644,2.124082106
ZNF394,1.101416841,1.425257648
BUD31,1.532866284,3.894615567
ATP5J2,0.386913953,0.876895921
CPSF4,0.713330692,1.932853504
TRIM4,0.591506655,0.422030218
CYP3A5,0.494274607,0.112036502
ZKSCAN1,0.93475379,0.49652298
COPS6,1.900144357,2.21837897
ZNF3,0.932949863,0.660127295
LAMTOR4,0.532144294,1.084321113
PPP1R35,1.30711746,3.144721198
TSC22D4,1.868136085,1.241204298
MCM7,0.413218112,1.886322647
TAF6,1.795803732,2.316736308
AP4M1,0.770890022,0.811227773
PILRB,1.154680534,0.718749582
MEPCE,0.621756595,0.789932624
POP7,0.562943092,1.012942121
GNB2,2.256039743,1.763000431
EPHB4,0.966607453,1.174802511
SRRT,0.834669872,0.775113813
AP1S1,0.954109128,1.223098447
PLOD3,1.569952424,8.589900574
ZNHIT1,1.681716257,2.433966313
FIS1,0.927870797,1.36592501
RABL5,0.534157449,0.632568372
PRKRIP1,1.459126144,1.574170519
POLR2J,1.61328205,2.203482072
POLR2J3,1.165970395,1.000059128
POLR2J2,0.965362463,0.911615816
UPK3BL,0.33665418,0.238471804
CUX1,2.461470519,0.930530046
PMPCB,0.71012532,0.901340248
DNAJC2,1.714983413,2.641686883
ORC5,0.976045286,1.548667418
ARMC10,1.259921556,1.605875986
PSMC2,1.192456465,1.829383716
MLL5,0.589383069,0.605421449
PUS7,0.893105642,1.810634451
RINT1,1.647374813,2.00989748
SRPK2,1.065703796,0.784734144
CCDC71L,10.23807132,14.67755589
SYPL1,1.501669107,1.084304415
NAMPT,4.058733987,3.765005963
DLD,0.561009684,0.590088731
BCAP29,0.963931514,1.167567119
DNAJB9,1.436921609,3.176603615
THAP5,0.704772257,1.48144522
PNPLA8,0.946904803,1.573640681
HBP1,0.688498168,1.012308883
COG5,1.94886172,3.454382739
ZNF277,1.879675418,1.351812352
IMMP2L,1.578864209,0.774932013
TMEM168,0.846150056,0.902657906
C7orf60,2.491189115,1.55838882
LOC401397,1.254601754,1.300769605
IFRD1,1.512611817,4.965764717
TES,1.209780267,3.903534697
CAPZA2,1.059925927,1.065205973
ST7,0.613835031,0.095703193
ING3,0.381157723,0.729573186
NDUFA5,0.489836284,0.855842351
WASL,0.581161266,1.312991092
FAM3C,0.68301051,1.779781009
ZNF800,1.229208144,1.790223732
POT1,0.914514629,1.088830518
GCC1,1.9074412,2.988742854
ARF5,0.62923205,0.74721105
RBM28,1.633680817,2.636915796
HILPDA,0.861306972,1.307931174
METTL2B,2.096300185,2.726609856
IMPDH1,0.943097739,1.891277871
SND1,2.157776747,2.48911665
ATP6V1F,1.464396457,1.220162521
IRF5,0.754936989,0.438475688
TNPO3,1.192258945,2.057342615
ZC3HC1,1.929288052,2.083337721
TMEM209,1.129323731,2.208885438
KLHDC10,1.154229306,1.770280953
UBE2H,2.201457168,2.222042817
MEST,0.050459948,0.225696374
COPG2,2.089690487,0.823377337
CHCHD3,1.812931904,4.281602805
MKLN1,1.230771638,1.485706507
CALU,6.749264476,13.01327628
BPGM,1.600928901,1.059309801
EXOC4,1.750287915,1.87728328
TMEM140,1.22442847,0.535215288
C7orf49,1.540705559,0.801176729
C7orf73,1.380873119,1.566345116
NUP205,0.666093551,1.501215748
CALD1,3.049474228,0.370209163
CREB3L2,2.307733056,5.481899324
TRIM24,0.325989479,0.557559172
MTPN,1.887645437,1.565703622
ZC3HAV1,1.307549145,0.919363549
PARP12,13.24989086,3.246982893
HIPK2,4.813316905,2.380618813
SLC37A3,0.642703201,0.512750392
LUC7L2,0.685328388,1.267655876
C7orf55,0.498781932,0.69971838
C7orf55-LUC7L2,0.658776608,0.943975235
ADCK2,1.195983052,1.300150917
MKRN1,1.18662635,1.649564185
NDUFB2,0.528002381,0.76403765
MRPS33,1.844684088,1.707494126
AGK,0.84427693,0.734428039
KIAA1147,0.439599619,0.241959818
SSBP1,1.890418673,2.089288158
CASP2,0.66680125,0.481163729
GSTK1,0.87208711,0.939878401
CTAGE4,0.833209904,0.864682056
ZYX,6.429368351,7.349722424
EPHA1,0.028104779,0.015493517
ARHGEF35,0.787685973,0.850894495
FAM115A,0.5484831,0.648031232
LOC728377,1.378251156,0.89071165
ARHGEF5,1.152168465,0.956393649
CUL1,1.155624486,1.571890294
ZNF282,0.92411774,1.221515142
ATP6V0E2,0.555042362,0.222383453
PDIA4,1.683596316,3.469855976
REPIN1,1.300468785,0.879554938
CDK5,1.202697183,0.995579509
TMUB1,1.08936677,2.458899248
FASTK,1.229134799,1.242284259
AGAP3,2.900465391,2.515246083
SLC4A2,0.412516934,1.377638614
ABCF2,2.574390924,3.474369115
CHPF2,4.589681301,3.829026907
NUB1,1.672655179,2.038089541
RHEB,1.755971084,4.022365183
PRKAG2,5.13657892,7.55600981
GALNT11,0.427809392,0.505519874
LOC100128822,0.510076036,0.345877388
MLL3,0.624841372,0.434049111
INSIG1,0.168214151,1.141878332
LMBR1,0.758163271,2.116949806
UBE3C,1.417433809,1.472341694
DNAJB6,2.844806353,2.813961157
C8orf42,3.671318713,0.547301302
FBXO25,0.736183809,0.664644859
ESYT2,2.686210677,4.176740807
ARHGEF10,4.681762948,1.703227508
AGPAT5,0.951849762,4.567310511
MCPH1,1.425188684,1.766680968
TNKS,1.015739177,1.81709231
NEIL2,3.938883693,0.774289262
FDFT1,0.165232886,0.948845412
ZDHHC2,1.551550573,2.063940863
CNOT7,1.116862964,1.48295542
TUSC3,0.497576072,1.97713674
CTSB,16.06437623,3.993690085
VPS37A,1.187789339,1.736696539
MTUS1,2.406187485,2.914521284
NAT1,0.082146349,0.237542999
PCM1,1.150569277,1.810902132
ASAH1,0.739670892,0.570988673
SH2D4A,1.846877768,2.316344458
INTS10,1.2232818,1.640631692
PSD3,4.228511797,5.246139552
ATP6V1B2,0.861177515,1.044226586
NUDT18,1.100847052,0.549532605
FAM160B2,1.402799367,1.167451439
XPO7,0.784387016,1.370589432
REEP4,0.446129078,1.106797622
POLR3D,3.82153177,3.475873903
PPP3CC,1.957545951,1.95850162
TNFRSF10A,2.165800989,2.014628183
SLC39A14,3.09035596,7.302367385
KIAA1967,1.182022314,1.396882486
BIN3,2.866191681,3.805026581
TNFRSF10D,3.192621398,0.911998207
R3HCC1,0.721293704,0.966565763
CHMP7,1.243491773,1.320850431
SLC25A37,4.83767021,3.667600122
ENTPD4,2.75156181,2.856773809
DOCK5,1.956858417,3.295382245
KCTD9,0.614362976,2.984628312
TNFRSF10B,1.951129113,3.01901878
PPP2R2A,1.80488532,0.780757912
TRIM35,0.617180392,2.495990942
BNIP3L,2.849684204,1.368007646
DPYSL2,1.424370115,4.048516721
CCDC25,1.278201548,1.691880011
ELP3,1.355616703,2.102231392
PTK2B,0.361643561,0.317107097
ZNF395,2.140916088,2.080468328
EXTL3,2.355725999,3.027713881
HMBOX1,0.919517761,1.293992892
KIF13B,0.870672574,2.161281234
GTF2E2,5.121472019,4.580135416
UBXN8,0.729945828,0.982984993
PPP2CB,1.273533843,2.132952909
TMEM66,0.917911944,0.819203111
LEPROTL1,1.90539471,1.596933569
DCTN6,0.723265654,0.868496773
GSR,1.196236057,1.909306166
MAK16,2.337533273,3.523714152
TTI2,1.680549015,2.062416113
PROSC,1.897134595,3.157383484
BRF2,1.979996343,2.13610903
ERLIN2,2.793705674,1.482293999
EIF4EBP1,2.686234024,5.543056933
RAB11FIP1,3.665982599,2.253211476
ASH2L,0.981736065,0.870591876
PPAPDC1B,0.444491544,0.484788612
DDHD2,1.487877379,1.371406918
LSM1,2.57561889,2.246057875
BAG4,2.03802053,1.684471952
WHSC1L1,1.531277813,2.297909337
TM2D2,1.9703531,0.937147415
TACC1,6.178599068,4.319136607
AGPAT6,2.966757782,1.90967475
GOLGA7,2.266162,1.941872084
AP3M2,1.129561943,1.163513257
POLB,1.490294678,2.253787939
KAT6A,1.060006456,1.356531977
VDAC3,1.131957998,1.107344991
IKBKB,3.2700694,2.666869012
THAP1,2.137506301,2.407125
RNF170,1.938376986,1.843328386
HOOK3,2.204519511,1.706606937
ADAM9,2.503905225,3.041209986
SGK196,0.999585406,0.659553011
SLC20A2,1.432766817,0.829734511
C8orf40,0.891018784,1.020182055
FNTA,1.581326904,1.870206095
HGSNAT,0.788943114,0.527622838
CEBPD,2.147758424,14.85812122
KIAA0146,0.977889787,1.156633622
UBE2V2,2.281887404,1.78208277
MCM4,0.564620525,1.3529408
SNAI2,1304.454137,703.980426
PCMTD1,2.363349463,0.938391013
ATP6V1H,1.770805017,1.117819742
PRKDC,2.263254709,2.618251283
RB1CC1,3.207877794,3.389673974
MRPL15,1.417018134,1.811003964
LYPLA1,1.552979858,1.353573793
TMEM68,1.939146143,1.55838131
TGS1,1.982201068,2.355333286
TCEA1,3.922499454,3.89958417
CHCHD7,5.464175433,3.899761384
UBXN2B,1.375322508,1.54076334
